ID,text,sentiment,topic,linguistic_level,flagprofanity,hasemoji,hasspellingerror,hasslang,length_class,mixed_sentiment,template_family,source,training_generation,input_timestamp
129,"Across repeated observations, after comparing it with my previous unit, I noticed that the touchscreen on this daily phone works better than I expected. I checked it again before making up my mind.",positive,smartphone,technical,0,0,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
130,"After several routine cycles, the water inlet does what the specifiaction says. I would neither recommend it nor warn people away. The difference became clearer once I compared several ordinary use cases. Honestly 🙃",neutral,washing_machine,advanced,0,1,1,0,long,0,context_component,initial,0,2026-08-18T22:44:45Z
131,"I have been using this appliance while using it at home, and the shelves does what the specification says. the result matched what I saw earlier in the week. There is no major crap to complain about here. The difference became clearer once I compared several ordinary use cases.",neutral,refrigerator,advanced,1,0,0,0,long,0,using,initial,0,2026-08-18T22:44:45Z
132,"During normal weekday use, I ntoiced that the signal reception on this smartphone is usable without standing out. This makes the broader ownership experience easier to evaluate. 😅",neutral,smartphone,advanced,0,1,1,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
133,"After comparing it with my previous unit, I noticed that the touchscreen on this daily phone is usable without standing out. it behaved similarly under a few different conditions.",neutral,smartphone,standard,0,0,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
134,"After repeated use under comparable conditions, while using it at home, the face unlock keeps doing what I need.",positive,smartphone,technical,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
135,"i have been using this display after comparing it with my previous unit, the motion handling has been frustrating to use.",negative,television,limited,0,0,0,0,medium,0,using,initial,0,2026-08-18T22:44:45Z
136,after comparing it with my previous i noticed that the freezer drawer on this appliance performs consistently. the same pattern up in a second test. 😐,positive,refrigerator,limited,0,1,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
137,The rinse cycle is what stood out after several routine cycles; it is fine but forgettable. the same pattern showed up in a second test.,neutral,washing_machine,standard,0,0,0,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
138,"i did not pay much attnetion to the camera at first, but after the initial setup it makes routine use harder than it should be. the behavior was consistent from day to day. needs to improve.",negative,smartphone,limited,0,0,1,0,long,0,attention,initial,0,2026-08-18T22:44:45Z
139,"Under ordinary operating conditions, after comparing it with my previous unit, I noticed that the detergent drawer on this front loader works worse than I expected. the behavior was consistent from day to day.",negative,washing_machine,technical,0,0,0,0,long,0,noticed,initial,0,2026-08-18T22:44:45Z
140,"not gonna lie, after a week of everyday use, the spin cycle is inconsistent. I got the same result more than once. this is the part that makes me rgeret the purchase. The difference became clearer once I compared several ordinary use cases.",negative,washing_machine,advanced,0,0,1,1,long,0,context_component,initial,0,2026-08-18T22:44:45Z
141,"Under ordinary operating conditions, i have been using this refridgerator after comparing it with my previous unit, and the shelves works worse than I expected. I noticed the pattern gradually rather than all at once. I would hesitate to buy it again. 😐",negative,refrigerator,technical,0,1,1,0,long,0,using,initial,0,2026-08-18T22:44:45Z
142,"i have been using this during normal weekday use, and speaker does its job without fuss. i checked it again before making up my mind. overall i am happy with it. Honestly 👎",positive,smartphone,limited,0,1,0,0,medium,0,using,initial,0,2026-08-18T22:44:45Z
143,"the software tells a diferent story because it is inconsistent. while using it at home, i noticed that the face unlock on this smartphone has held up well. i noticed the pattern gradually rather than all at once. i plan to keep using it.",positive,smartphone,informal,0,0,1,0,long,1,noticed,initial,0,2026-08-18T22:44:45Z
144,"After repeated use under comparable conditions, i did not pay much attention to the interior light at first, but after a month of ownership it fails too often. I would hesitate to buy it again.",negative,refrigerator,technical,0,0,0,0,long,0,attention,initial,0,2026-08-18T22:44:45Z
145,"Under a representative operating profile, i did not pay much attention to the control panel at first, but during a typical weekend it has been reliable. nothing else unusual was happening at the time. I plan to keep using it. 👍",positive,washing_machine,technical,0,1,0,0,long,0,attention,initial,0,2026-08-18T22:44:45Z
146,"after a week of everyday use, i noticed that the backlight on this display feels average. the same pattern showed up in a second test.",neutral,television,informal,0,0,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
147,The temperature control tells a different story because it has held up well. My main impression of this cooling unit comes from the compressor: it has no major strengths or weaknesses after several routine cycles. I checked it again before making up my mind. my opinion is still basically in the middle.,neutral,refrigerator,standard,0,0,0,0,long,1,main_impression,initial,0,2026-08-18T22:44:45Z
148,"after a week of everyday use, the door seal fails too often. i noticed the pattern gradually rather than all at once. i am considering a replacement. Honestly 😂",negative,refrigerator,informal,0,1,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
149,"real talk, after comparing it with my previous unit, i noticed that the battery on this smartphone performs consistently.",positive,smartphone,informal,0,0,0,1,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
150,"After repeated use under comparable conditions, i did not pay much attention to the Wi-Fi at first, but after several routine cycles it still feels solid. The damn thing surprised me in a good way.",positive,television,technical,1,0,0,0,long,0,attention,initial,0,2026-08-18T22:44:45Z
151,"By contrast, the compressor has been easy to live with. After a month of ownership, I noticed that the temperature control on this cooling unit does the basic job. I do not feel strongly either way.",neutral,refrigerator,standard,0,0,0,0,long,1,noticed,initial,0,2026-08-18T22:44:45Z
152,"By contrast, the cooling fan has become unreliable. I did not pay much attention to the door alarm at first, but during normal weekday use it still feels solid. the result matched what I saw earlier in the week. overall I am happy with it. The difference became clearer once I compared several ordinary use cases.",positive,refrigerator,advanced,0,0,0,0,long,1,attention,initial,0,2026-08-18T22:44:45Z
153,"I did not pay much attention to the spin cycle at first, but after a month of ownership it does what the specification says. The pattern remained consistent enough to influence my overall assessment. 🔥",neutral,washing_machine,advanced,0,1,0,0,long,0,attention,initial,0,2026-08-18T22:44:45Z
154,"I have been using this washing machine while using it at home, and the spin cycle is fine but forgettable. nothing else unusual was happening at the time. I can live with it. This makes the broader ownership experience easier to evaluate.",neutral,washing_machine,advanced,0,0,0,0,long,0,using,initial,0,2026-08-18T22:44:45Z
155,"my main impression of this tv comes from the hdmi input: it has held up well after the initial setup. nothing else unusual was happening at the time. no bullshit, this has been one of the better parts of the product.",positive,television,informal,1,0,0,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
156,"while using it at home, i noticed that the interior light on this refrigerator works about as expected. the behavior was consistent from day to day.",neutral,refrigerator,informal,0,0,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
157,the backlight is what stood after a month of ownership; it has been frustating to use.,negative,television,limited,0,0,1,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
